pingone.md,h1, Partner Setup
pingone.md,h2, PingOne Setup – Register Your Application
pingone.md,h2, Cyclr Setup
pipedrive.md,h1, Pipedrive Integration Workflow Building Examples
podio_docs.md,h2, Authentication
podio_docs.md,h3, Podio Interface
podio_docs.md,h3, Cyclr Interface
podio_docs.md,h2, User Guide
podio_docs.md,h3, Obtaining the App ID
podio_docs.md,h3, Rate-Limits
pomelo-pay.md,h2, Partner Setup
pomelo-pay.md,h4, Retrieving API Key
pomelo-pay.md,h3, Cyclr Setup
poweroffice-go.md,h2, Partner Setup
poweroffice-go.md,h4, Retrieving application key and client key
poweroffice-go.md,h3, Cyclr Setup
purple.md,h2, Partner Setup
purple.md,h4, Retrieving public and private key
purple.md,h3, Cyclr Setup
quickbooks.md,h3, Creating an App
quickbooks.md,h3, Setting up the connector
qwary.md,h2, Partner Setup
qwary.md,h3, Qwary Setup
qwary.md,h3, Cyclr Setup
retail_express.md,h2, Partner Setup
retail_express.md,h4, Retrieving Authentication Details
retail_express.md,h3, Cyclr Setup
ringcentral.md,h2, Partner Setup
ringcentral.md,h3, Sandbox Warning
rockgympro.md,h2, Authentication
rockgympro.md,h3, Finding your API username and password
rybbon_setup_docs.md,h2, Connector Setup
rybbon_setup_docs.md,h3, Obtaining Authentication Credentials
rybbon_setup_docs.md,h3, Authenticate The Connector
sage50.md,h2, Partner Setup
sage50.md,h4, Retrieving OAuth2 Details
sage50.md,h3, Cyclr Setup
sage50cloud.md,h2, Client Setup
sage50cloud.md,h3, Setup SDATA
sage50cloud.md,h5, User Setup
sage50cloud.md,h5, Enable SDATA
sage50cloud.md,h3, Allow Cyclr access to your application
sage50cloud.md,h5, Strengthen security
sage50cloud.md,h3, Cyclr Setup
salesforce-custom-objects.md,h2, Accessing Custom Objects in Salesforce
salesforce-custom-objects.md,h4, Finding the API name in Salesforce (Lightning)
salesforce-custom-objects.md,h4, Finding the API name in Salesforce (Classic)
salesforce-custom-objects.md,h4, Using the Custom Object within Cyclr
salesforce.md,h1, Partner Setup
salesforce.md,h2, Salesforce Setup – Register Your Application
salesforce.md,h3, Introduction
salesforce.md,h3, Create your App within Salesforce
salesforce.md,h4, Basic Information
salesforce.md,h4, API (Enable OAuth Settings)
salesforce.md,h3, Cyclr Setup
salesforce.md,h2, Enduser Salesforce Account Setup
salesforce.md,h2, FAQ
salesforce.md,h3, Expired access/refresh token errors
salesforce.md,h3, Disabling Assignment Rules
salesforce.md,h3, Working with CSV documents
salesforceSoap.md,h2, Partner Setup
salesforceSoap.md,h4, Retrieving Details
salesforceSoap.md,h3, Cyclr Setup
salesforce_chatter.md,h1, Salesforce Chatter
salesforce_chatter.md,h3, **Introduction**
salesforce_chatter.md,h3, **Create your App within Salesforce:**
salesforce_chatter.md,h4, **Basic Information**
salesforce_chatter.md,h4, **API (Enable OAuth Settings)**
salesforce_chatter.md,h3, Expired access/refresh token errors
salesforce_marketing_cloud.md,h2, Authentication
salesforce_marketing_cloud.md,h2, Upsert Custom Data Extension Rows
salesforce_meta_setup.md,h2, Authentication
salesforce_meta_setup.md,h2, Creating Custom Fields
salesforce_meta_setup.md,h3, Create the custom field
salesforce_meta_setup.md,h3, Set the field level security for the field
salesforce_meta_setup.md,h3, Add the field to a layout
salesforce_pardot.md,h2, Authentication
salesforce_pardot.md,h3, Connector Setup
salesnexus_docs.md,h2, Connector Setup
salesnexus_docs.md,h3, Authenticate the connector
sap_successfactors.md,h2, Partner Setup
sap_successfactors.md,h3, Setting up an application in SAP SuccessFactors
sap_successfactors.md,h3, Cyclr Setup
scoro.md,h2, Partner Setup
scoro.md,h4, Retrieving User Auth Details
scoro.md,h3, Cyclr Setup
scoro.md,h4, User Auth:
scoro.md,h4, API Key:
selligent.md,h1, Selligent
selligent.md,h2, Partner Setup
selligent.md,h3, Username & Password
sendgrid.md,h2, Partner Setup
service_monster_setup.md,h2, Setup
service_monster_setup.md,h3, Authentication Credentials
service_monster_setup.md,h3, Authenticate the Connector
service_now_docs.md,h2, Setup
service_now_docs.md,h3, Authentication Credentials
service_now_docs.md,h3, Authentication
servicefusion.md,h1, Partner Setup
servicefusion.md,h3, Cyclr Setup
serviceminder.md,h2, Partner Setup
serviceminder.md,h3, Cyclr Setup
servsuite.md,h2, ServSuite
servsuite.md,h3, Important Note about Date Ranges
sftp-private-key.md,h2, Host URI
sftp-private-key.md,h2, User Name 
sftp-private-key.md,h2, Private Key
sftp-private-key.md,h2, Passphrase (Optional)
sftp-private-key.md,h2, Server Time Zone
sftp-private-key.md,h2, IP Allowlist
shibumi.md,h2, Partner Setup
shibumi.md,h4, Retrieving Client ID and Secret
shibumi.md,h4, Retrieving Username and Password
shibumi.md,h3, Cyclr Setup
shipstation.md,h2, Partner Setup
shipstation.md,h3, Generating a ShipStation API Key and Secret
shipstation.md,h2, Setting up the ShipStation Connector
shireburn_docs.md,h2, API Keys
shireburn_docs.md,h3, Open API Key
shireburn_docs.md,h3, Azure API Key
shireburn_docs.md,h2, Authenticate The Connector
shireburn_docs.md,h3, How to find your Company Code
shopify.md,h2, Shopify
shopify.md,h3, Setup Shopify Credentials
shopify.md,h3, Connector Setup
shopify_oauth.md,h2, Shopify (oAuth)
shopify_oauth.md,h3, Setup Shopify oAuth Application
shopify_oauth.md,h3, Connector Setup
slack.md,h2, Partner Setup
spark_connector_setup.md,h2, Setup
spark_connector_setup.md,h3, Connector Setup
spotdraft.md,h2, Partner Setup
spotdraft.md,h3, Cyclr Setup
spotme_docs.md,h1, Setup
spotme_docs.md,h2, Authentication Credentials
spotme_docs.md,h3, Workspace ID
spotme_docs.md,h3, API Key
spotme_docs.md,h2, Connector Setup
sps-commerce.md,h2, Partner Setup
sps-commerce.md,h4, Retrieving OAuth2 Details
sps-commerce.md,h3, Cyclr Setup
sps-commerce.md,h3, Setup Methods
sps-commerce.md,h4, Get JSON Transaction
squarespace.md,h2, Partner Setup
squarespace.md,h4, API Key
squarespace.md,h3, Cyclr Setup
stripe_oauth.md,h2, Partner Setup
stripe_oauth.md,h3, Retrieving Client ID
stripe_oauth.md,h2, End-user Setup
stripe_oauth.md,h3, Retrieving API Key
stripe_oauth.md,h2, Cyclr Setup
sugarcrm.md,h1, SugarCRM
sugarcrm.md,h3, __Before you start__
sugarcrm.md,h3, Registering a New SugarCRM "Platform" Value
sugarcrm.md,h3, __Authentication using Cyclr's API__
sugarcrm.md,h3, Applying Filters To Calls
suitecrm.md,h2, Authentication
suitecrm.md,h2, Note about Contact methods
superphone_docs.md,h1, Setup
superphone_docs.md,h2, API Key
superphone_docs.md,h2, Connector Setup
surefirecrm.md,h1, Surefire CRM
surefirecrm.md,h2, Partner Setup
surefirecrm.md,h3, API Key Setup
surefirecrm.md,h3, Connector Setup
sweap.md,h3, Sweap
sweap.md,h3, Cyclr Setup
synchtank.md,h1, Synchtank
synchtank.md,h2, Partner Setup
synchtank.md,h3, Username and Password Setup
total-expert.md,h2, Authentication
trustpilot_readme.md,h2, Creating An App
trustpilot_readme.md,h2, Authentication
trustpilot_readme.md,h2, User guide
twilio.md,h1, Twilio Connector Guide Setup
twiliovoice.md,h1, Twilio Voice
twiliovoice.md,h2, Partner Setup
twiliovoice.md,h3, Credentials Setup
twiliovoice.md,h3, Connector Setup
twiliovoice.md,h3, Webhook Setup
userdotcom_docs.md,h2, Authentication
userdotcom_docs.md,h3, Obtaining Your Authentication Credentials
userdotcom_docs.md,h3, Connector Setup
userdotcom_docs.md,h2, Webhooks
vend.md,h2, Authentication
vend.md,h3, Vend Setup
vend.md,h3, Cyclr Setup
vitari.md,h2, Partner Setup
vitari.md,h3, Cyclr Setup
vonage_docs.md,h1, Setup
vonage_docs.md,h2, Vonage Credentials
vonage_docs.md,h3, Application ID and Private Key
vonage_docs.md,h3, API Key and API Secret
vonage_docs.md,h2, Connector Setup
vonage_docs.md,h2, User Guide
wealthbox.md,h2, Partner Setup
wealthbox.md,h4, Retrieving an Access Token.
wealthbox.md,h3, Cyclr Setup
webeoc.md,h2, Partner Setup
webeoc.md,h3, Cyclr Setup
wix.md,h2, Partner Setup
wix.md,h4, Retrieving public and private key
wix.md,h3, Cyclr Setup
woocommerce.md,h2, Partner Setup
woocommerce.md,h3, Before you start
woocommerce.md,h3, Authenticating the Connector
wordpress.md,h1, Wordpress
wordpress.md,h2, Authentication
wordpress.md,h3, Register Cyclr as an application
wordpress.md,h3, Authenticate WordPress in Cyclr
xero.md,h1, Xero Private Instance
xero_oauth20.md,h1, Xero (OAuth2.0)
xero_oauth20.md,h2, Partner Setup
xero_oauth20.md,h3, Preparation 
xero_oauth20.md,h3, Creating a Xero App
xero_oauth20.md,h3, Finding your Client ID and Client Secret
xero_oauth20.md,h3, Cyclr Setup
xero_oauth20.md,h3, Payroll Sections
xledger.md,h2, Partner Setup
xledger.md,h4, Retrieving Certificate
xledger.md,h4, Converting Certificate
xledger.md,h3, Cyclr Setup
zendesk-sell.md,h2, Partner Setup
zendesk-sell.md,h4, Retrieving public and private key
zendesk-sell.md,h3, Cyclr Setup
zendesk.md,h1, Zendesk
zoho.md,h2, Partner Setup
zoho.md,h3, OAuth Setup
zoho.md,h3, Connector Setup
zoho.md,h2, Scopes
zoom.md,h2, Partner Setup
zoom.md,h4, Retrieving OAuth2 Details
zoom.md,h3, Cyclr Setup
